Chr,start,end,pid,gid,strand,07-08-095-0,07-08-120-8,07-08-122-0,07-08-123-1,07-08-015-6,07-08-017-3,07-08-026-9,07-08-128-3,07-08-117-4,07-01-100-6,07-01-068-3,07-01-105-2,07-01-083-8,07-01-108-1,07-01-124-3,07-01-103-4,07-08-125-4,07-08-144-3,07-08-142-7,07-08-156-0,07-08-137-5,07-08-112-6,07-08-096-6,07-07-064-2,07-07-060-3,07-07-062-6,07-07-077-6,07-02-085-4,07-02-092-3,07-02-095-2,07-02-093-4,07-02-096-8,07-02-106-1,07-02-091-0,07-02-076-7,07-01-002-4,07-01-130-1,07-01-139-3,07-01-141-2,07-01-151-4,07-08-106-4,07-08-091-3,07-08-081-0,07-08-113-5,07-07-093-1,07-07-111-8,07-02-067-2,07-02-103-5,07-02-125-1,07-02-134-9,07-02-118-5,07-02-126-7,07-02-122-2,07-02-109-0,07-08-013-9,07-08-021-1,07-08-010-2,07-08-007-1,07-08-014-1,07-08-003-7,07-08-028-2,07-01-010-5,07-01-006-9,07-01-001-1,07-02-002-5,07-02-009-4,07-02-018-9,07-02-022-1,07-02-039-5,07-02-017-0,07-02-034-8,07-02-027-8,07-08-034-6,07-08-031-4,07-08-046-1,07-08-068-9,07-08-049-0,07-08-065-8,07-08-051-7,07-07-012-9,07-07-010-1,07-07-005-8,07-07-016-4,07-07-020-6,07-07-018-6,07-01-013-3,07-01-034-1,07-01-028-5,07-01-039-4,07-01-060-8,07-01-040-9,07-01-038-7,07-08-154-1,07-08-140-4,07-08-150-2,07-02-023-2,07-02-019-1,07-02-038-2,07-02-045-9,07-02-046-3,07-02-048-5,07-02-057-4,07-07-019-3,07-07-023-4,07-07-029-9,07-07-036-6,07-01-044-5,07-01-061-2,07-01-166-9,07-01-074-3,07-02-141-7,07-02-139-6,07-02-147-2,07-08-060-4,07-08-151-8,07-08-160-0,07-08-163-7,07-08-085-2,07-08-082-3,07-08-103-8
chr10,63167221,63167222,JMJD1C,JMJD1C,-1,7.120610611,6.749065543,7.179634392,6.500128409,6.17884571,6.128343265,6.324654135,6.226260446,6.219255751,6.384981785,6.263224264,5.7590524,6.657016785,6.501885437,6.358065836,6.046459224,7.424261124,6.778428701,6.755280632,6.652683539,6.265783201,6.793846857,6.975146883,6.373384338,6.129892504,6.238948023,6.454947138,6.599859605,6.465753388,6.446844161,8.310320854,6.729808123,6.165843614,6.039235084,6.513981721,6.661908319,6.473309619,5.791750208,5.561706014,7.106850024,6.103017985,6.173734869,6.871029194,6.886898219,6.327466827,6.213525908,6.40563132,6.306188676,6.53585774,6.286166058,6.277284197,6.605844278,6.73812011,6.251435502,6.152147685,6.995966203,5.770764102,5.946288576,6.786703388,6.198900756,6.128313068,5.625630755,7.163891698,5.51657498,7.282839483,6.274266488,6.089074775,6.605743518,6.037617297,6.374857944,6.456204201,6.608045814,7.108852634,6.292572754,6.500777021,6.027144299,6.180915568,6.536872593,5.868344214,6.269765136,6.173236161,6.443290529,6.051517699,6.63284739,6.716356811,6.049206055,6.552577787,6.31064884,6.379893464,6.918423227,6.524826731,6.815094604,7.096781702,5.184596499,6.395962019,6.146529858,6.322796432,6.010278044,6.397598151,6.160686895,6.250734787,6.667251739,5.702346486,6.620185394,6.426385931,6.640384028,7.103050414,6.55953585,7.150026051,6.903201733,6.601557471,6.805071621,6.62284828,6.897224736,7.354326146,6.631404001,6.516692474,6.532412576,6.549869963,6.63404035
chr17,67337916,67337917,PSMD12,PSMD12,-1,7.470605614,7.323227512,7.235577881,6.999699419,7.243772347,7.290833151,6.886533023,7.317923276,7.203278899,6.896376825,7.214024558,6.864255432,6.914894757,7.12462128,6.929972184,7.150678977,7.102999555,6.632376317,7.210901979,7.211806035,7.686626322,7.178592999,7.214306756,7.278416988,7.030148213,6.764184179,7.01802652,7.14147203,6.585690253,6.985602872,7.275808562,6.9663604,6.931646046,7.036683899,7.11577173,7.28324734,7.144338247,6.885377728,7.207422545,7.068992879,6.885642297,6.937417801,7.50016452,7.191752801,6.915502162,6.775696544,7.215138983,6.827684758,6.817865647,7.064230692,7.135408551,7.159480445,6.974934326,6.973267793,6.914190631,7.298468332,6.332036496,7.325491476,7.196347628,6.680494024,6.899648767,6.419803207,7.212865161,7.050504361,7.155146797,6.698871871,6.823861071,7.24289565,6.937895601,6.869242162,7.078908796,7.231031761,7.024486429,7.182695136,7.36695136,6.816768842,7.156313595,7.026989209,7.164155091,7.303085209,6.787469507,7.06291068,7.123799763,6.746058,7.107439578,7.201582855,7.155596781,6.902445532,6.867026109,7.353110098,7.290629163,7.284989453,7.263224608,6.596574199,7.214515147,6.884852644,6.894917331,6.901005976,7.088234695,6.922299496,6.558307589,7.370858736,6.858141158,7.066850918,7.147199632,7.444901791,7.098159918,7.296501444,6.781408195,7.095508428,7.002874131,7.290498448,6.866057707,6.908018016,7.205895977,7.447042362,7.140570772,7.323370671,7.024936278,6.988853986
chr11,7513298,7513299,PPFIBP2,PPFIBP2,1,5.479952121,6.890851736,6.047823852,6.286003604,6.414913069,6.676911528,6.287540962,6.528709533,6.654802109,5.883950434,5.717676444,6.324361785,6.386019001,4.866118565,6.314077824,5.365368075,5.164955303,6.241586364,6.492804221,6.594619564,6.265783201,6.354102845,5.486915983,6.118127283,6.315951593,6.709621981,6.848888801,6.129945777,6.733989378,6.214080055,5.417447861,6.289923895,6.724783323,6.049394951,5.11380218,5.040649689,5.415976444,6.618712594,6.222219547,5.466880756,6.380667929,6.436020017,5.861610042,5.830197632,6.05764906,6.579107878,5.975434013,5.783767642,5.877049295,5.427156159,6.268944896,6.705609479,6.212546135,6.191670357,6.364908885,6.163146303,6.998517217,6.553549743,6.430272446,6.058267256,5.915768432,6.504514038,5.969329417,6.353896505,5.789925192,6.561776985,6.401169999,5.30887288,6.67541919,6.64638458,6.626515415,6.454615016,5.206806011,6.112513375,6.192861016,6.19885592,6.740094043,6.425841281,6.822076611,5.993184198,5.790516382,6.573058404,6.202435651,6.856641166,6.472203871,6.270530209,6.162756573,6.16366065,5.790443573,6.255289112,5.778730125,6.545655873,6.622692419,6.92400527,6.025877886,6.225782461,5.876945811,5.23975989,5.688584304,6.351666364,6.057409353,5.887377553,6.681098752,6.006683487,6.262542975,6.245051938,6.080911437,5.935503784,5.647173619,6.506988108,6.071756607,6.18840026,6.162969106,6.623679504,5.898339999,6.317070872,6.233884394,6.43559168,6.011880126,6.051010462
chr1,43269994,43269995,TMEM125,TMEM125,1,7.071995348,7.215927367,6.885366401,8.003213903,8.068226538,7.366782005,7.495087934,7.619578976,8.108669254,8.080801396,7.637199107,8.015639741,7.645944628,7.860289487,7.916796795,7.913598024,7.466309858,7.946598812,7.89986985,7.184510991,7.37288307,7.79577947,7.383666549,8.103090372,7.880229939,8.100909275,7.905608547,7.785175141,8.21384236,7.805504807,6.588596003,7.791141726,8.276411315,7.932123795,7.861371543,7.826846468,7.741020512,7.904673982,7.659689567,7.49411734,7.792353106,8.091669217,7.483885701,7.653981383,7.548100401,7.897521489,7.980505003,7.766616058,7.887449225,7.987027679,7.851116883,7.641552166,7.963337884,8.038940648,7.831454246,7.575683897,7.991477213,7.927059898,7.356433068,7.925556539,7.683994775,7.700644109,7.822918643,7.936305562,7.525935042,8.143740119,7.997778941,7.511337309,8.158692562,7.644755336,7.848024914,7.697270341,7.051665161,7.700378684,7.734267151,7.78381842,7.820583961,7.78025004,7.581630812,7.916315434,7.782887094,7.64418625,7.295443282,7.893972206,7.142152712,8.206618445,7.621755275,8.043910466,7.768935755,7.325831438,7.722299255,7.931894615,7.91345613,8.069034375,7.669884741,7.367952074,7.958011931,8.13045747,7.484486176,7.663448333,8.09899619,7.454077847,8.08053358,7.554769985,7.530122148,7.869240509,7.505214832,7.778778281,7.755264222,7.860625062,8.162762481,7.353615465,7.929661946,7.513739077,7.454985692,7.8928222,7.572258843,7.696799394,7.688780537,8.023223281
chr17,42121431,42121432,HSPB9,HSPB9,1,-2.60219692,-2.433328811,-2.065918314,-2.264743181,-2.120362308,-2.006083056,-1.974553883,-2.19580432,-1.607292736,-2.290975248,-2.158840502,-2.323096642,-0.111167539,-1.673040246,-2.021312531,-2.118447703,1.514701342,-2.057621654,-2.258739838,-0.748195897,-0.27337561,-1.749184963,-2.518708566,-1.643423949,-1.818474727,-2.157656758,0.763785233,-1.416948683,-1.869636967,-2.000239065,-1.615975141,-2.080763512,-2.142495417,-2.105423158,-2.401897658,-2.25397106,-2.115405017,0.571199133,1.500594499,0.473335778,-2.177752785,0.169233476,-1.977593746,0.263382478,0.261377637,1.066038296,-1.759275607,-0.734557666,-2.403721475,-1.752752931,-2.161507656,-2.104962155,-2.449231963,-2.17901705,-2.359604969,-2.332708724,-0.906368243,-0.058212817,-2.449310804,0.670865323,-0.798477085,-2.435065177,-0.807651856,-0.619561708,-1.448479548,-1.764652502,0.846581148,-1.929531859,-2.076124869,-2.144778309,-2.240763325,-1.788558967,-2.277009766,-2.258174032,-1.878601346,1.415113555,0.072391112,-1.918454627,-2.365275463,-2.056664352,-2.098226866,-2.288028502,-2.588727237,-2.151787456,-2.252309983,-1.543250982,-2.080417411,-2.14467838,-0.214057819,-2.555282523,-1.783512299,-2.382122089,-1.889060235,0.524345871,-0.970360196,-2.584789174,-2.610894223,-0.963180168,-2.393564737,-2.183609013,-1.992439197,-2.162470996,-1.715506029,-2.301655543,-2.548028659,-2.351137818,-2.103963906,1.111075349,-0.680753216,-2.15478999,-2.209014163,-2.362346525,-2.031787749,-2.744826957,-2.523724767,-2.393735561,-2.645698855,-2.41303126,-2.57683451,-1.90899147
chr10,73183362,73183363,DNAJC9,DNAJC9,-1,4.112048598,4.136526798,3.7669717,4.605621538,4.479550534,4.297697693,4.595301725,4.769979965,3.750259269,4.338381372,4.44107234,4.119846854,3.858458811,3.612361973,3.404952224,3.662912011,4.322056264,4.171197036,4.116299593,4.076232539,3.567926644,3.608367041,4.195536952,3.971285895,4.203893086,3.570263696,3.89764098,3.940603322,4.638157673,3.882403984,3.741576864,3.752126502,3.215056588,4.740066892,3.706626799,3.768396753,4.151381524,4.558260077,4.175194212,3.894799546,3.930771672,3.955829838,3.803765967,4.170273073,4.633931805,3.962202485,3.285118513,4.550844553,3.971317957,4.028606782,4.314225775,4.123856535,4.20897952,4.049801641,3.94417578,3.934077817,4.474453541,3.923639837,4.237189723,4.203360404,4.627787669,4.459752587,3.874172184,4.334634603,4.223945794,4.212627422,4.379076228,4.22021526,4.298914562,4.623406016,4.202180171,4.188720956,4.322903076,4.536241834,4.098678577,4.330721368,4.320318625,3.914435387,3.938505285,4.601547131,4.531129754,4.810003581,4.509304846,3.997959664,4.122729449,4.289639032,3.592007931,4.045146179,3.530103276,4.10292896,4.625878637,4.18773352,4.618734406,4.25614976,4.102888786,4.073422309,4.209284739,3.959651971,4.114229903,4.557857973,4.197385362,3.987276123,3.899203815,4.03819446,4.110182824,4.443278048,4.004560551,4.448944988,4.448529801,3.994957129,4.420342457,2.99520548,3.8508553,3.996640029,3.952008664,4.919147394,4.199791196,4.273469267,4.771893644,4.280833088
chr10,75233969,75233970,COMTD1,COMTD1,-1,5.063138997,5.405874977,5.264998564,6.097200592,5.118042431,5.445128056,4.739691634,5.764197612,5.4479897,5.853682995,5.29237061,5.671256795,5.198687723,5.526632099,5.672174426,5.397252136,5.728480633,5.743278246,5.054143117,5.198223063,4.828162416,4.758609677,5.146627351,5.275439288,4.975941139,5.373724702,5.518672735,5.090845957,5.646062871,5.257148777,5.013381479,4.885020773,5.223826798,4.581077369,5.860197188,6.184820793,5.564075083,6.044614981,5.234783009,5.083833371,4.961798568,5.711491526,5.440258769,4.6556999,5.366912051,5.076022384,5.535345142,5.098332348,5.15852095,5.067426031,5.273120572,5.362643395,4.539452724,5.2885885,5.006717246,4.435475601,5.683594939,5.658778078,4.826813601,4.961542484,5.404462973,5.85495367,5.368936876,4.737990297,3.909072457,5.702953048,5.38795438,4.838652466,5.199999536,4.675400654,5.210447787,4.781296641,4.756413235,5.19303708,4.564342149,4.8504997,4.896819547,5.047329657,5.166105998,5.39454676,5.319625648,5.227671336,5.324162099,5.142833293,4.618054737,5.026604626,4.109407148,4.932137217,4.947829863,5.948543215,4.659431196,4.606562598,4.740296385,5.711344386,5.022106132,5.241759314,5.325743716,5.769269945,4.863823106,5.642939474,5.442189031,5.612316063,6.232861203,4.858215794,5.213522573,5.383571802,4.814899331,5.518579175,5.185495395,5.176126888,5.470465936,5.153353313,4.377603187,4.568055998,5.083605547,5.381051498,4.249118908,4.355153065,5.647167164,5.742060221
chr3,184361718,184361719,POLR2H,POLR2H,1,6.555150015,6.602844802,6.651758109,6.937380642,7.026842617,6.597543289,6.74312254,7.168330335,6.763394671,7.090567703,6.827001435,7.15870279,7.183453209,7.32977477,7.36023042,7.048970443,6.840631367,6.733541234,6.721399739,6.783185564,6.637516916,6.869200539,6.426735271,7.12806552,6.878492799,6.989548167,6.992603923,6.918441672,7.282647875,6.867039674,6.538842968,6.910758334,7.059628407,7.021281314,7.01806252,7.34408144,7.086718807,7.405895904,7.021741902,6.713104768,7.119163422,7.211440036,6.705400838,6.777504738,6.554685054,6.910133765,7.051296028,6.930778251,6.753625461,6.797993854,7.020886697,6.768481957,6.656676546,6.851650087,6.591679746,6.471422297,6.635373729,6.772143931,6.687680308,6.797201056,6.890356013,7.014083469,6.754590568,6.952822727,6.511522384,7.026510387,6.750032659,6.931555047,6.898289721,6.613444906,7.105750408,6.829826535,6.520651759,6.66960393,6.804393237,6.595926872,7.038175396,6.885676394,6.880277244,7.017477111,6.959764856,6.697813435,6.436412325,6.70929945,6.590040361,7.139743601,6.637259012,6.955983959,6.867026109,6.651731798,6.411244555,6.754869023,6.758398192,7.009312582,6.83484626,6.847752727,7.005654621,7.083034387,6.626025991,6.720272833,7.054684715,6.276320856,7.421485083,6.620185394,6.536779729,6.875274374,6.904464716,6.758133971,6.72012622,6.433924645,6.881098256,6.368972506,6.765873777,6.257988058,6.433377275,6.884713897,6.496408202,6.769363093,6.979671545,7.278360603
chr5,70968483,70968484,NAIP,NAIP,-1,2.527086097,1.814598703,1.104006688,0.90518182,0.686992614,-2.006083056,-0.389591383,-0.610841819,0.714635359,3.263613604,-2.158840502,1.136334977,-1.69613004,1.134314676,1.14861247,1.581992016,1.152131262,1.112303347,2.385116351,0.836766604,0.463589984,1.058169959,2.125147624,1.163930973,-1.818474727,2.365905198,3.524597569,0.168013818,1.300288034,2.087223776,4.056450201,1.378668107,1.316936202,1.35400846,0.405457264,3.628671989,1.054519985,-0.651193288,-0.614882718,3.2806907,-2.177752785,-2.152694619,1.481837873,1.400886001,2.31200371,1.596553012,1.700156012,0.850404835,2.640672645,1.054601991,-0.576545155,1.595477563,2.836170256,-2.17901705,0.447749954,3.448650989,3.29002897,-2.380140912,1.638152037,3.289775156,-0.798477085,2.422915818,1.066817262,-2.204524208,3.595914572,-0.179690001,0.846581148,0.392396236,1.830765726,-0.559815808,-2.240763325,2.459368546,1.423429952,-0.673211531,-1.878601346,1.415113555,-1.512571389,-1.918454627,-0.043347368,0.265263743,-2.098226866,0.033899593,2.055128953,-2.151787456,1.448129736,0.041711518,-2.080417411,-0.559715879,0.633939087,1.145157195,-0.198549799,-0.797159588,3.065136076,-2.283009051,-0.970360196,2.624664192,-2.610894223,-2.548142669,1.998752686,-2.183609013,-1.992439197,3.814808927,-1.715506029,1.94627197,2.095827531,3.376782636,1.80292669,1.641590066,0.904209284,3.271474765,0.960910838,3.614933399,-0.446825248,3.277540856,3.309165247,1.306704157,2.308497455,1.287408458,1.510628331,0.898363452
chr6,149218641,149218642,TAB2,TAB2,1,6.289586783,6.421539573,6.84397477,5.848998985,6.197050306,5.377621237,5.356362995,6.047369664,5.426130266,5.903781606,5.534646455,5.077782795,5.598490709,5.810775532,5.571144506,5.682452197,5.711098554,5.377006573,5.377884782,6.01113751,5.281213241,5.545435786,6.219383694,5.575744571,5.758954101,5.293554353,5.518672735,5.6810834,4.397149574,5.238165674,6.378378296,5.640335677,5.73402153,5.034128194,5.03273057,5.859771106,5.832962215,4.923715548,5.465490698,5.554724105,6.192934622,5.085710121,6.557681631,5.359306898,5.71611756,5.518165114,6.257532681,5.468382393,5.435482313,5.648126505,5.810035898,5.721586332,5.69542628,5.151899828,6.036999813,6.002681631,4.784793662,5.602852663,5.128118024,5.611703251,5.430341605,5.378716014,5.678848006,4.914416864,5.882437331,5.246574754,4.753471743,5.327855984,5.272603285,5.656121591,6.214563895,5.177225317,5.59950718,5.59357501,5.589004204,5.231806341,5.476113298,5.376166122,5.77938278,5.807521793,5.30265257,5.761820048,5.287789709,5.047884889,5.624206964,5.170994535,5.157987329,5.603514469,5.999289462,4.793445632,5.867539392,5.018757348,5.67318219,5.410477907,5.138164261,5.619781971,5.613107451,5.544614472,5.29992222,5.332090825,5.672896721,5.203851218,5.227008476,5.305674771,5.732742111,5.356221314,5.473464922,5.375778575,5.356336102,5.793577241,5.225614064,6.180685295,5.066244334,5.554381061,6.145160217,6.019892368,5.724988552,5.820588417,5.926991228,5.812107718
chr9,35732335,35732336,CREB3,CREB3,1,6.389324926,6.763887882,6.861859648,7.280221251,7.536062555,7.181269018,6.763538376,7.228361969,7.730329166,7.465581074,7.656542794,7.617950965,6.944114896,7.395738032,7.790864774,7.516363348,6.680166695,7.495047443,7.357809005,6.898062783,7.069439851,7.292474188,6.983128619,7.529003559,7.5102002,7.777508291,7.296032917,7.223296253,7.876877354,7.381303886,7.07402283,7.061343545,7.302519429,7.427906574,7.199873131,7.207508387,7.279057678,7.510358532,7.764495649,7.077491844,7.212416171,7.489357074,6.767240091,6.961045111,7.002844623,7.332824836,7.367428866,7.186291387,7.183118313,7.261267539,7.35221994,7.400849399,6.970728215,7.09477855,7.339099698,6.57718436,7.437927665,7.328942901,6.81043246,7.02590173,7.044920587,7.321491146,7.245821557,7.146414973,7.303064511,7.509143097,7.150361896,6.794981994,7.433650135,7.0276492,7.114587771,7.084885145,7.001439692,7.186840814,7.323522477,7.261743626,7.25891808,7.112212509,7.124572498,7.28095755,7.458279188,6.938383691,6.266141146,7.280754445,6.869223535,7.583453491,7.092010098,7.423277695,7.065784874,6.661463336,6.812677457,7.357658521,7.342160946,7.576525736,7.153761116,6.975543661,7.418393004,7.191637941,7.043146805,7.210853682,7.509397988,6.974520116,7.441840906,7.008957239,7.14022165,7.418700025,7.246975276,7.274305698,7.150026051,7.071622203,7.537500158,6.966328402,7.14063976,6.826925686,6.93775468,6.98780739,7.292410471,6.798857034,6.904964922,7.572807961
chr4,38772239,38772240,TLR10,TLR10,-1,1.790120503,1.267110907,-2.065918314,-2.264743181,3.81037503,-2.006083056,-0.389591383,-2.19580432,-1.607292736,1.956952265,2.699140493,1.136334977,1.763301578,1.134314676,2.371004892,2.835748608,3.38917046,0.264306441,1.828723003,-2.333158398,1.31158689,1.420740038,3.363934484,2.604503564,2.429452786,3.12774546,3.89764098,0.904979412,1.589794651,2.247688448,4.266667908,0.72659141,2.715485579,0.216504936,-0.816935157,1.993956453,3.310859738,2.718040521,-0.614882718,1.366420574,-2.177752785,-2.152694619,1.192331255,2.028917224,-2.545977285,3.510823138,3.37000741,1.139911452,-0.08179338,1.054601991,0.160420439,1.354469463,1.79869555,-2.17901705,3.368315486,0.837216277,3.063258108,-2.380140912,3.740513755,1.033435403,-2.383439586,-0.850102676,2.73666866,0.965400793,1.358875374,-1.764652502,-1.960773775,2.318395654,3.538584975,0.177149786,0.08116477,3.34072405,2.767384353,-2.258174032,-1.878601346,-2.044318064,-1.512571389,1.251470374,2.764007554,-2.056664352,0.223701228,2.466859,2.166160265,0.655567466,1.654580613,0.778677113,3.277134594,0.177249715,2.749416304,4.131218005,1.916927419,3.044142666,-1.889060235,0.038919044,2.654130669,1.322101422,1.295996373,-2.548142669,2.73571828,0.138319082,-1.992439197,1.296960622,2.371956812,0.020272552,2.49636546,3.321287524,2.288353517,-0.473887152,1.982211796,3.399798862,2.648966832,2.029970898,2.216139765,2.38445606,1.868592656,2.361151941,3.135660858,1.493859335,3.151085945,2.338936043
chr17,42950526,42950527,AARSD1,AARSD1,-1,0.205158002,1.026102808,-2.065918314,1.194688437,1.339069311,-0.421120555,2.112908958,-0.610841819,1.562632266,0.878949753,-0.573878001,-0.001168547,1.763301578,2.719277177,1.438119088,-0.533485202,1.514701342,-2.057621654,-0.673777338,-2.333158398,0.949016811,0.572743132,1.568754275,0.678504145,0.503453368,1.012268243,-0.821177268,0.168013818,-0.284674466,-0.415276565,0.705952954,-2.080763512,-2.142495417,0.216504936,-0.079969563,-2.25397106,1.972057824,-2.236155789,0.122082876,1.572871452,1.281678834,-0.567732118,-0.392631245,-0.473583117,-0.961014784,0.218041389,-0.174313106,0.002407928,1.055710144,1.054601991,0.160420439,-0.519999655,1.457658633,0.628337872,-0.774642468,1.367730994,0.968100875,0.42721401,-0.864348303,-0.551527098,-2.383439586,1.471825419,-0.807651856,-0.619561708,0.136482953,1.04270242,-1.960773775,0.877823063,-0.491162368,0.662576613,-0.655800824,-1.788558967,1.182421852,0.063754063,-1.878601346,-0.459355563,-1.512571389,0.403473468,0.442079459,-2.056664352,0.223701228,-2.288028502,0.870704381,-0.566824955,2.271251974,-1.543250982,1.379014208,1.762212215,1.370904681,-2.555282523,-0.198549799,1.07730953,-0.304097734,-0.69804655,0.904108922,0.585135828,0.559030778,-0.226214574,0.776360264,0.623745909,1.466992422,1.007454005,0.606422066,1.94627197,2.095827531,0.818787183,0.217964189,-0.473887152,0.056212378,0.652564932,0.960910838,-0.04041843,1.668651969,1.503100556,0.283630155,-0.808773061,0.524226146,1.046400358,1.123605208,0.412936624
chr4,83535914,83535915,GPAT3,GPAT3,1,6.428470216,6.263638716,6.559790529,5.58700586,5.516262313,5.360239159,5.391768331,5.205075116,5.050918747,5.075346966,5.654940689,5.648446912,4.326237773,5.197324474,4.746871794,5.488882611,5.728480633,4.837196109,5.272641622,6.122168823,4.855907407,5.284238038,5.724465418,4.623362591,5.494408228,4.919158839,4.388276098,5.351235642,4.107642956,4.538919746,6.4661739,5.783422633,4.571750101,5.516628661,4.468467062,5.634772189,4.598840501,3.992662902,4.568339106,4.584844093,4.59043154,4.03712994,5.911149503,5.101325719,3.896966211,4.994145377,4.580574396,4.500658796,4.337745512,5.142064832,5.076897083,4.689453711,4.237268564,4.562449937,5.291446723,5.684099564,5.663487365,5.863033072,4.539373883,4.550010928,5.238612234,4.803339563,4.746936996,4.850758227,4.960911389,4.774506309,4.668582846,5.168500224,4.463033942,5.131346097,3.487157129,5.430609553,5.867648476,5.288720428,5.758023274,4.874545173,4.754215152,4.589340013,5.242054851,5.427151426,4.978588731,3.978758039,5.10475972,5.179129422,5.50924125,5.616620354,5.017614672,5.273174135,5.412381317,3.117142819,4.930733218,4.438056874,6.490318132,4.815023032,5.110013221,5.02254114,5.265622724,5.675859005,5.041063491,5.054795726,4.775745128,6.723225377,4.913850591,5.334969077,5.059301655,4.591376687,5.075945184,5.121059437,4.528700149,5.193938164,5.762529391,4.671076477,4.377603187,5.430098725,6.421719069,5.791139782,5.359925694,5.700710906,5.656785167,5.683465567
chr19,40447789,40447790,BLVRB,BLVRB,-1,6.466581358,6.651479577,7.034744025,7.180271664,7.303803981,7.062695222,6.941325495,7.269762085,6.823159816,7.059963933,6.998506433,7.252442605,6.742661812,6.952668597,6.953102059,6.97694932,7.034774312,7.063911863,6.804655243,6.99551653,6.645487627,6.847004793,7.064374202,7.025461035,6.685351011,7.232512198,6.927015582,7.030134543,7.520531989,6.842111278,6.728320767,6.289923895,7.398601199,7.010920803,6.904164032,7.239884389,6.958736446,7.200555753,6.982549135,6.828372185,6.96945214,7.380635114,6.534158908,6.732617271,7.025775358,6.706684929,7.232246239,6.892368128,6.686390945,7.192690905,6.705771084,6.969179307,6.635576425,7.018199643,6.960067152,6.697958412,7.121537754,7.35287441,6.417967936,6.843649979,7.126335418,7.058790273,6.686870427,7.293327628,6.590439442,7.238162514,7.007893019,7.197172614,6.791153871,6.87481242,6.773257145,6.691221297,7.006078587,6.904217297,6.912561542,6.804304877,6.983283638,6.879206899,6.936220732,6.612220633,6.76286004,6.854078556,6.983025406,6.793656381,6.733531954,6.89554087,6.623486163,6.896980771,6.367895931,7.083153391,6.856732637,6.78026924,6.814843339,7.672640857,6.759826866,6.924985831,6.886957614,7.057336849,6.952948996,7.167330169,6.824544427,7.029821818,7.585990166,6.729011593,6.683192521,7.026072712,6.738386437,6.932672194,6.803062561,6.836731856,7.248366716,6.779760532,6.726435466,6.610524139,6.517934385,6.875391118,6.705240326,6.397540375,6.917020939,7.572807961
chrX,139726346,139726347,ATP11C,ATP11C,-1,3.936961891,4.766343534,3.606507028,1.82271966,3.371490788,2.748804447,3.234899482,3.9539428,3.147594766,4.651539257,3.818439421,3.404823813,2.696187383,4.108319468,3.955967392,3.307817052,4.126136054,3.873115683,4.611624881,4.905246342,3.351115255,4.517601578,3.631038554,3.00043224,4.203893086,2.796539552,2.87926245,4.197761161,3.487915037,4.022128748,4.492549316,4.660703474,3.066957949,3.675936555,4.31234786,4.514213265,3.950684174,3.436269553,4.876970378,4.825852193,4.422160057,3.462015226,4.46534975,3.433307479,3.757803463,3.873393218,2.633041816,3.909298524,3.900059273,4.080137083,3.04794571,4.370771276,5.050613924,4.087769491,3.83021959,3.817038395,2.366650251,2.977411093,4.493203701,2.387072357,3.10841351,3.939974255,4.115180283,3.467901133,4.926559884,3.90777284,3.711651567,4.445507572,2.171802644,4.159002439,3.044638894,3.34072405,3.989776774,4.151216904,3.61325175,3.78857195,3.77283083,3.753970715,3.362644992,3.558045493,2.759754129,4.370182981,4.48808836,3.956737001,4.690204523,3.100605207,4.18636913,3.064774985,3.486381899,4.290207528,4.282576891,4.359344898,4.339758456,1.804453791,4.158922821,4.534151899,4.888951664,3.718643872,4.59511995,4.758905492,3.217014169,4.892811439,2.676811394,4.327701077,4.32233606,4.307073664,4.525392714,4.384093843,4.528700149,4.559455528,4.611164799,3.866472166,3.640637593,3.825028651,3.816125236,4.572048723,5.005352836,4.062702171,3.353902828,3.517273284
chr16,634427,634428,METTL26,METTL26,-1,5.436722069,4.984523704,4.989364122,5.624000067,4.890864947,5.112858017,5.338329072,5.5389053,5.741435418,5.714649301,5.742026306,5.451690418,5.598490709,5.842659593,6.153613151,6.076309152,4.944689182,5.794127387,5.225075939,4.99775848,4.98715194,5.216599322,5.188650566,5.251393814,5.076343036,5.706529386,6.040943458,5.47786908,5.878555882,5.531142395,5.070525386,5.285558702,5.564863716,5.054448178,5.558104274,5.610215085,5.003536056,5.938769894,5.218007296,5.779723022,4.941188288,5.424734209,5.241574774,5.472835843,5.536171756,5.313965809,5.891776084,6.094107762,5.730704846,5.366188141,5.665040831,5.682940404,5.774769711,5.672731992,5.277019652,5.244720104,5.569365188,5.0710702,4.845309945,5.281362916,5.351270034,5.272293955,5.355578493,5.609256983,5.584943454,6.036247398,5.631683263,5.059152828,5.96279412,5.616772924,6.02133152,5.577763247,4.641853471,5.435312926,5.240339726,5.471381774,5.406291848,5.136827808,5.511241484,4.97675865,5.918581421,5.576157643,5.416897312,5.513548461,5.398741709,5.732873423,5.038523662,5.371021458,5.400652025,5.037174515,5.061977752,5.457081699,5.07672405,5.438090138,5.439030741,5.619781971,5.325743716,5.616764258,5.183864091,5.393819815,5.554455263,5.474153624,5.668198263,5.363680374,5.34071459,5.423649241,5.055907431,5.563202167,5.427771241,5.228914302,5.750987769,5.751395641,5.299129129,4.75501893,4.675947578,5.228316258,5.436450186,5.149211164,5.184716723,5.167824127
